variable	NSGAII(0)	NSGAII(1)	NSGAII(2)	NSGAII(3)	NSGAII(4)
FSL_HELO_BARE_IP_1	2.561453931800985	3.9663950192360167	4.563085871267255	4.563085871267255	3.961087997861064
RCVD_HELO_IP_MISMATCH	3.6746071179860573	1.64311463902392	1.6941034611906705	1.6949589432150072	1.6694085537000334
TWO_IPS_RCVD	-1.2679150932148517	4.105711261740497	4.371403501744817	-1.1896041992969153	4.052986926453613
DNS_FROM_RFC_BOGUSMX	0.7870167799804488	3.4654282326253867	0.6506940685961526	3.7913923354134553	3.365170741666901
FB_NO_SCRIP_NEEDED	4.207238587644898	-4.238552565875239	-4.382056655898057	-4.373878214928255	-2.3796270927675334
FORGED_OUTLOOK_TAGS	4.379610269649289	-3.0589967780420144	-3.286638099978449	-3.286638099978449	-3.6738694789909636
FREEMAIL_ENVFROM_END_DIGIT	4.389156787845631	4.5399190296033005	3.2544684703777027	3.25559246779538	4.436847269266556
HTML_MIME_NO_HTML_TAG	-3.5393846704231127	0.1992232377452432	2.975453704974816	0.20533470282695032	2.965548946664718
HTML_SHORT_LINK_IMG_2	-1.926111539622481	4.24452086831896	4.222940796363837	-0.1381442678771876	-1.0750573071186715
NO_PRESCRIPTION	-3.7515669081654184	-0.7123022131468231	-0.6269216514670262	-0.6376362571293823	-0.7133931763891723
RCVD_IN_SBL	-0.10857109428544054	3.3259262409772745	0.9749080893425206	0.9088647693304095	0.1124192047646429
ENGLISH_UCE_SUBJECT	-1.4115989617255242	3.8861896625661134	4.394698505495946	4.401149798464659	3.7192866220873504
FREE_QUOTE_INSTANT	2.173243804986166	2.9335449312914035	2.6745041128775027	2.93363474734159	3.937470029441869
HTML_IMAGE_ONLY_12	-1.8638767325087595	-4.085075101938562	-4.063254311457044	-4.06370933229453	-3.361403314636554
HIDE_WIN_STATUS	4.192663810854445	-2.0139104922973576	-4.154135575383125	-4.031996875451284	-4.055315052293622
OBFUSCATING_COMMENT	0.04329832693777762	-3.512498943342395	-3.5899762011948573	-3.5899762011948573	-2.6533938626781404
SUSPICIOUS_RECIPS	-3.8844630421854394	2.6920066646998864	3.2262706982431695	2.8366990735880817	2.532513229878127
ADVANCE_FEE_2	0.17868379858656502	0.7902100299541237	4.819641432542315	4.819641432542315	4.670228594445655
FORGED_MUA_IMS	-2.590261972295142	3.8344803785526222	3.851207488586507	3.893816660703513	3.9542582575538425
HTML_EXTRA_CLOSE	1.1619864937124376	-0.012588469577806682	2.0832106844527924	-0.07282524599856255	-0.06656265448940935
SUBJECT_DIET	-4.340993268034329	3.571556741683207	4.565784094667984	3.655186036213801	2.9129136576595034
EXCUSE_REMOVE	4.145072045082532	2.397669773539286	3.203757418675655	3.203757418675655	2.346634327462591
FREEMAIL_FORGED_REPLYTO	-0.5414297983239842	-2.992305448237138	-2.846900529960304	-2.8620317019437063	-2.8482858925762478
EXCUSE_24	0.7787729593816868	4.003912453154285	4.014958516791781	4.064814764136924	3.126398283687871
TRACKER_ID	1.0534885888774363	2.0868328276579975	0.8813325986592967	0.9654382179965816	0.9036818273901855
SUBJ_ILLEGAL_CHARS	2.9686505557192233	3.9168539113725322	3.844142217333072	3.844603363140514	3.9203406544947086
FILL_THIS_FORM_LOAN	3.0770981826237795	4.050916018360277	0.3945997202753612	0.5495272964339283	0.38297592083304655
T_FILL_THIS_FORM	3.227194707208593	3.0438170684055956	3.044976913779182	3.044976913779182	3.042763657917695
HTML_FONT_SIZE_HUGE	4.7247130395472015	0.5712669042584684	0.07193435875880849	0.6284329665237195	0.7431768809272292
DATE_IN_FUTURE_24_48	2.029186511539248	-4.420792238839419	-3.137079456409866	-3.191011865590407	-3.2172568394994396
FORGED_MUA_EUDORA	0.6151792881701608	-4.861280239919113	-4.385799432164185	-4.281661239974658	-4.278367617308859
RATWARE_EGROUPS	-2.111504143574697	0.32509148658417025	0.3892043190085611	0.31815105036920394	0.3228251114760376
EXCUSE_4	-3.4195574662618546	-1.6380471154392406	2.569100207877237	2.569100207877237	-1.9445609398938812
FUZZY_CREDIT	0.10731358773095759	-1.4533205920857293	-1.400139555060113	-1.4540260222624417	-1.4533128406108518
HTML_IMAGE_ONLY_08	3.2557347943543316	1.7481098578373115	1.6591891764843667	1.7520086141461442	0.9946148622966198
URIBL_DBL_SPAM	1.4064413768900397	-0.38499326649250665	-1.058266976241354	-1.0543401316430332	-1.0475262769766769
FM_SUBJ_APPROVE	4.2472492429330115	-3.5320021870974614	-4.217650398539986	-3.5817396944441366	-3.582343571918291
MIME_BASE64_BLANKS	4.608489437047703	2.236903306680285	2.495846805249677	2.541720670651421	2.2518639244292173
WEIRD_QUOTING	1.4032277260387553	4.631739461242185	4.470930199916885	3.5438206277127033	3.8326463384468887
DATE_IN_PAST_96_XX	1.280809586051396	3.8731389551343085	-3.2276838466175555	-3.7429126662502226	3.799719383199291
FROM_OFFERS	0.008027243933542927	0.637383703081158	1.1455862952342621	1.1847508015873296	0.6873980604371895
ADVANCE_FEE_3	3.818061360046891	3.1580907800439855	1.7311809570657473	0.5847072476220446	2.260683540839571
ADVANCE_FEE_4	2.685259900584561	-2.9582297085372744	-3.5058814836491754	-3.5058814836491754	-2.7017137503428064
DEAR_FRIEND	-3.8853768710940875	-4.287628628793746	-3.9917562157740645	-4.369222341596675	-4.4073822254840715
MILLION_USD	-4.232426583300306	2.9812557885426214	2.286387047710297	3.0064914945990098	3.8298520417983424
UPPERCASE_75_100	3.954794611545549	4.361464281248999	3.813939350137058	3.915741872799496	4.514534828013942
US_DOLLARS_3	3.003374277720739	-0.8468872565311059	0.10941038582670934	0.034169229130187384	-0.4784690752694899
TVD_SUBJ_WIPE_DEBT	-0.49435182823324064	2.1459303411353945	1.7627375670620549	1.7627375670620549	2.0936153614777386
BAYES_95	-1.4309316609882603	-3.2851740830188634	4.610807663205325	4.344904450179402	3.957537413588181
DOS_OUTLOOK_TO_MX	3.466188692403438	3.901643240653164	3.363784241356634	3.363784241356634	3.3980600105715384
SPF_HELO_NEUTRAL	-0.9179428304609514	4.004581615471743	1.4464402062211725	1.3701439482338547	4.797967015548418
FH_DATE_IS_19XX	-3.3192498322304833	-3.5953018174029747	0.8889271631901625	0.8355457900582204	0.8838614260958889
BAYES_80	2.001037842900464	-1.2189963150087617	-0.7880270477560117	-1.6726180188854034	4.033641793257654
FROM_MISSP_FREEMAIL	-2.938339858893679	3.331952658520669	1.9771700323266583	2.3474962995636184	2.0533357208388336
FH_FROM_CASH	-0.5323334953807943	3.480479412819087	4.144364200468559	4.14505310518699	3.899222904903641
LOCALPART_IN_SUBJECT	4.932445961572588	2.498973577657759	2.545431762192365	2.515922172724522	2.5117761481522582
UNCLAIMED_MONEY	-3.394050039079706	-4.814460703435181	-4.7650610898723835	-4.7650610898723835	-4.787658701909718
HTML_TITLE_SUBJ_DIFF	0.9710734898923973	-4.286503030892647	-3.9464563233940573	-3.896229205789867	-4.366856767374387
HK_NAME_FREE	2.4350968872280516	1.675361691635437	1.6538609100520758	1.6539655932310047	1.652954413393806
REPTO_QUOTE_YAHOO	-2.3139046358698945	-2.176559604301807	-2.358870703773275	-3.983012226758494	-2.4632166947335903
TO_MALFORMED	0.8770915140059283	0.029488388832950685	1.67449061440796	1.5158324948629196	1.0531695614546046
MPART_ALT_DIFF_COUNT	1.2032009824801166	-2.348847858548755	-2.158892991485073	1.7227661545441646	1.2841417288823787
FR_TITLE_NUMS	-4.532750384809068	-2.713851700244075	-2.571906196686849	-2.556220384673225	-2.7232981533504064
FILL_THIS_FORM_LONG	3.1631049013562293	4.60127673803553	4.599733064250061	4.610793108816242	4.591418737251346
FS_LARGE_PERCENT2	-3.246495775648583	-2.3825594244419133	-2.27470135336452	-2.6223734052164804	-2.3891849507696272
REPLYTO_WITHOUT_TO_CC	-3.498797364022475	2.844882640839812	-2.868562979013448	4.276176087625309	3.4230033924721024
FORGED_TELESP_RCVD	-2.900013234907235	4.38853128794789	1.8618180688140984	1.8618180688140984	3.3190835559105016
DYN_RDNS_SHORT_HELO_HTML	-3.3148851272030333	4.347929442163395	4.499345920036782	4.404007242082757	4.320457205574129
DOS_OE_TO_MX_IMAGE	4.46538027252778	0.36483971351090017	0.3222883294416878	0.3222883294416878	0.7205730902414975
PART_CID_STOCK_LESS	4.647343123365235	1.6080670187406252	1.6060600622387378	0.3138940239002799	1.5624007067813053
FS_WEIGHT_LOSS	4.738134200603185	-2.672630469315373	-2.0165523528264186	-2.75838737780778	-2.764734174554932
GAPPY_SUBJECT	-4.016226404160303	-3.4160032987178033	-3.372252894884434	-3.372252894884434	-3.230781617332535
FS_START_LOSE	-0.735738997917137	0.5481861403009765	-0.6437527083884603	-0.3159163457097478	0.8909767432438759
FB_INCREASE_YOUR	0.715636348600018	2.57048039716824	2.75966011877045	2.5591712810024356	2.623252948981511
MORE_SEX	2.548310197330999	-0.7380580072659786	-3.2374247082649132	-3.07204033217392	-3.216866547416537
DRUG_ED_CAPS	-1.9783760715002179	3.9546331583041874	-1.7737509840482293	-2.254833708047558	3.9073382556937952
DRUG_ED_ONLINE	-0.6666369002769119	1.718137910955317	1.6725009756012181	1.6721952813161973	1.6706585626891854
MISSING_MIME_HB_SEP	2.893187530877974	-4.0983190465814445	1.4018566141030433	1.423315151592385	4.488089789916158
T_MIME_NO_TEXT	4.971513601126919	-4.554563711810371	1.3862599743495636	-2.818879957265514	-1.8744606190477544
URIBL_JP_SURBL	1.2525312379935882	3.408179851594136	3.3622196048098005	3.4087759253063554	3.530194100639811
SHORT_TERM_PRICE	3.541374526402038	0.8363673341818807	1.0255389199421248	1.0255389199421248	0.5978523391176438
FH_FROMEML_NOTLD	-3.3433917616631303	2.04534517689012	1.9637724001266625	1.958310514827393	1.9637724001266625
FROM_NO_USER	2.5615291978664425	3.719279930319109	3.265254251716911	3.995524688569688	-1.1272693791804853
TVD_INCREASE_SIZE	-2.5111599398961157	0.9458752202580115	0.2669288545049075	0.2975746952538862	0.3178796994287559
HK_SCAM_N2	2.7693679311937984	-1.5167643604503134	3.628598136292072	-1.7388724677970964	4.529211147644197
TVD_PH_SUBJ_URGENT	2.4350041096729793	4.115099821435843	3.810046293422745	4.436548859622579	4.473103991048726
FORGED_MUA_OIMO	-3.1834104696758034	4.531017139533867	-2.380183945353297	4.119671480302556	4.7417091682797095
FUZZY_MILLION	1.886625850858163	3.927981326373344	3.926740376131155	4.126010564741468	-0.5201300083676892
HELO_OEM	1.2060548553435042	-3.550214343757905	-3.2110310181599644	-3.156575948803629	-3.598647947437453
URIBL_WS_SURBL	-4.192354761948176	0.41563262103571375	-4.905369213700656	-0.49985538360588366	-0.8057963108799772
DRUGS_DIET	0.37853650824384033	4.378231337025861	3.3660639400942225	3.3660639400942225	4.245195660942634
FB_GVR	4.103900309488764	0.12683075387324227	-0.11847712904758967	0.11614507355565096	-0.11174953642297333
HEADER_SPAM	3.8954915628089446	3.7490503227939618	0.36812464141450785	0.4512116658390326	0.4956795034486755
FAKE_HELO_MAIL_COM_DOM	0.3311047809831029	-0.3358091398623505	-1.242092786646214	-1.1992709937898174	-0.3226658405671514
IMPOTENCE	3.323743781236019	-4.6981438746256785	-3.865787507068655	-3.585960874601363	-3.524485536454666
HTML_IMAGE_ONLY_32	0.5838553676588943	2.626386591660991	-3.059206074909768	-2.8702359096232057	-2.8031947258031016
ONE_TIME	-3.511574906325659	4.248777428101567	4.860370280024091	4.22175212516969	4.163934180746732
RCVD_ILLEGAL_IP	2.866029313753286	2.058930444027811	1.2321479263055437	1.9848869206476434	1.470611073745082
FS_REPLICA	-0.41478539031012246	-0.17713989912707695	3.3706508902621755	-0.46323324053169174	-0.45714826558472066
FROM_EXCESS_BASE64	-0.9444776819341212	2.4683304214189743	4.845578764389643	4.845578764389643	2.763314422402954
DOS_HIGHBIT_HDRS_BODY	-4.031113024178546	-4.582491071552393	3.0048839157545895	2.539885728306429	2.4541706127509375
NUMERIC_HTTP_ADDR	-2.0555842974584992	2.1249830983152593	2.155882207064306	2.1556647239632647	2.1251150376963728
URIBL_BLACK	-2.9394512429439095	3.153629055778642	2.0672571872668284	2.0672571872668284	3.144270768013054
FILL_THIS_FORM_FRAUD_PHISH	-1.3632327220768061	-0.26591195598786205	2.7030437632722677	3.995410828745203	2.460668090798445
FORGED_MSGID_YAHOO	1.951993801685059	2.9774862255669654	3.023242723541582	2.2799227752055335	2.857186032319835
FROM_STARTS_WITH_NUMS	1.318847058982811	3.96280723928723	-2.4998345592303686	-2.4998345592303686	-2.5506165735008697
SUBJ_YOUR_DEBT	0.5461901650883674	4.5453903902770865	-2.841929189386276	4.7731497616055245	3.81643236854729
RCVD_IN_IADB_DOPTIN_LT50	2.3261580115392455	1.3421526096877576	1.4132766164862585	1.4132766164862585	1.423394901521468
RCVD_IN_IADB_LISTED	2.3948110132440115	-3.891674992902997	-3.903612102108534	-3.892129020075435	-3.891412860618881
RCVD_IN_NJABL_RELAY	-3.7604654311840875	0.5446025165596844	0.2111182311891503	0.2384332110559674	0.21758814500089738
ONLINE_PHARMACY	4.975333265012668	4.101707956414917	4.089206901658251	3.926947343350322	4.077683253371029
TVD_VISIT_PHARMA	-1.7362896560055865	-4.037980524167694	-4.010450476451189	-4.010450476451189	3.669387601157146
FB_SAVE_PERSC	-2.781764316242862	-4.369660708724757	-3.4786496662801545	-3.70244477816021	0.7964141660539739
FORGED_MUA_THEBAT_BOUN	-0.3020709880100465	2.749328458515306	1.0193335117019469	1.0619722150024593	2.121861128007891
FB_LOSE_WEIGHT_CAP	1.6902751068116193	-0.10203352424135073	-0.29758924320724095	-0.12286709093626927	-0.5197393470651328
RCVD_DOUBLE_IP_LOOSE	2.129900279199793	-4.628271911050723	3.586935624285988	-2.765662890274462	3.5025725748599505
FB_SPACED_FREE	-1.9644988545772248	-1.1074251467192406	-1.3245294717855385	-1.636204936996854	0.030584476635546753
BASE64_LENGTH_79_INF	2.9893810054490393	3.6055867745727506	4.186739152739388	4.178716956453093	4.311651800273744
SHORT_HELO_AND_INLINE_IMAGE	-1.367894841256709	-1.3248237202728523	-1.4563169434596446	-1.4805874312954541	-1.3276873804507565
FM_LOTTO_YOU_WON	2.106386284837782	-2.735384548416832	-2.712674184855002	-2.5875339161102557	-3.6188865521207707
SUBJ_AS_SEEN	1.1135422863319244	-3.9226739749359956	-3.5235410888782104	-3.93435218886821	-1.5336512227067456
DATE_IN_FUTURE_48_96	0.11805069712436767	4.7599744144867415	3.7924092312271442	3.7924092312271442	4.755074250440358
HTML_OBFUSCATE_10_20	-1.9985672511973542	-1.8927738716786362	-2.065769698418106	-2.065722661971927	-4.322792800037344
FUZZY_XPILL	2.8791788029816026	2.6479298566830387	-4.1362866246975525	-4.1362866246975525	1.2964402933343195
PERCENT_RANDOM	2.2153401809371327	2.845145318566358	-3.713171568467552	-3.731064931988755	2.672629291199799
TVD_RCVD_SINGLE	1.3353219907660112	2.7187086027724954	-3.6627718971358036	-3.6627718971358036	-3.910883151977084
FM_SCHOOLING	0.6443360507935911	-1.0438957382086909	0.243052833275079	-0.6931372889847859	-1.3735372938989256
FM_SCHOOL_DIPLOMA	-1.104282056388115	1.9301718140869912	0.892148839469586	2.5368292190274744	1.810427583755181
SORTED_RECIPS	-2.5093316870903433	-2.764019820091771	-2.2863299800087287	3.9212159935126665	-2.4467051455280577
FH_HOST_IN_ADDRARPA	4.131984879912641	1.6293960485374883	1.5884808735250866	1.5936511549397097	1.6301391381567576
FROM_BLANK_NAME	4.578404609695006	3.0548188162773444	2.586919006544548	2.7063757363584697	0.22780793317077191
HTML_SHORT_CENTER	-4.073110642710936	-1.9226222274933	-0.7317423931297092	-0.7317423931297092	0.3022160386209274
MISSING_DATE	-3.693038527157172	2.434328981212178	2.565483727087827	-3.874883983649291	2.522137022433001
MISSING_MID	2.789303550595991	-0.5678195252601372	-0.5576319349619149	-0.5576319349619149	-0.8203985056423395
NO_HEADERS_MESSAGE	-1.7439702728519078	4.345484249350752	3.4605615664056857	3.4604050333250833	3.467526616682809
MANY_SPAN_IN_TEXT	-4.1272141811755105	2.7913795483688517	2.7609719148815888	2.9578452663067187	2.958096344684618
DYN_RDNS_AND_INLINE_IMAGE	0.1285195174762328	-3.825948163568732	-3.859368194265232	-3.7866545962511746	-3.827201815916176
TVD_RCVD_IP	3.7507904969414074	1.6662855345419647	-3.919579227887328	1.5646988579706855	1.7461113781218398
TVD_RCVD_IP4	-1.411761898987152	3.004934597152126	3.1581105438654724	3.001415242888249	3.1949937138039597
FROM_MISSP_MSFT	-0.6425704307066199	1.5061641553304395	4.283735777012557	4.283735777012557	0.8348225188069938
SUBJ_YOUR_FAMILY	-4.897836499652925	0.5133125917395074	0.5011642248623382	0.5011642248623382	0.25025264543895687
FRT_DIPLOMA	3.7508437079535417	-1.4767202445982155	-1.9311510432840853	-1.9157300730319844	-1.6089504407571837
BANKING_LAWS	-2.8727340092275027	-4.383358586552548	-3.063722494951973	-3.063722494951973	-4.29077788049893
RCVD_IN_SORBS_WEB	-2.6957006106315387	-4.401766263533541	-2.359445654718238	-3.2088041372931713	-3.175210648890336
SANE_91eb43f705d25c804374a746d7519660	0.5809532950214333	-2.112672317700016	3.037214368733428	3.869875144393957	4.041082431879774
FH_HELO_EQ_D_D_D_D	-2.389842830648488	1.6294601856173936	1.6226208254673868	1.2970739571874963	2.149301404503313
HELO_DYNAMIC_DHCP	4.28017867084222	-3.5634950739678284	-3.8303346479044036	1.0372069879919779	-4.109532831931858
S25R_6	1.0569860267735605	-4.287390612293409	-4.582540697093997	-2.401488698966019	-2.3780724565967284
DRUG_ED_SILD	2.2023295766251003	-2.3462185525459547	-2.542646536466245	-2.5560867776851657	-2.346743999898335
RATWARE_EFROM	2.343335157061766	4.740433318430657	4.6057418464517035	4.609138381099781	4.767691357074674
FROM_MISSP_DYNIP	2.517877150137126	3.341005110014268	-1.4035053649333824	-1.224703981553633	-0.5966565010609943
FH_FROM_GET_NAME	4.825080525959883	-0.31143071477546946	-0.16998528033094826	-0.3161987484012009	-1.1120473626995186
HTML_NONELEMENT_30_40	-1.7177182998447744	-2.2675284085487015	-2.2468456416667113	-2.267742811086951	-2.2004195146312036
T_KHOP_FOREIGN_CLICK	3.157614443445803	-3.419248968081885	-3.41513403498797	-3.341632471238254	-3.352572672081649
FS_ABIGGER	-1.0977428850236994	-2.466510239276642	-3.122245263921449	-3.122245263921449	-3.4180750370871937
UNRESOLVED_TEMPLATE	-0.17291342150528344	4.708696347697755	2.5404484453022746	2.5404484453022746	3.596561087334316
FUZZY_PHARMACY	0.7560756708352308	2.776554163512924	1.81660929613406	1.8058238552226245	2.9300563672474587
FB_GET_MEDS	-0.39765258977110707	-1.1486066033524076	-1.1837274833154674	-1.112674281217985	-1.1388690467184504
HK_LOTTO	-0.3453684145639513	-2.954867244567059	-2.93650235014657	-2.935893394493384	-2.9364318711273296
KAM_LOTTO1	3.2963020894665083	2.7423428634883864	2.8900002744602404	2.967889478806957	3.4366385813169193
LOTTO_AGENT	-4.769151934280513	0.14854661948064474	-1.130133496023971	-1.130133496023971	-1.1885453442166993
URI_NOVOWEL	-0.5148557947294857	3.3995712793893436	3.7713354247302293	3.7713354247302293	-3.6560020811386513
FS_NUDE	-4.854513338256536	-3.696804369885815	-3.9522243642705814	0.2460434162560441	0.25349890513905415
HELO_LOCALHOST	-4.186685720793827	1.9037360102959726	4.369069369987036	1.9311620350635816	1.6935393749123437
DRUGS_MUSCLE	2.7074020681144515	-1.2937322580449655	-1.3905698366179986	-1.3905698366179986	-1.4262417417408457
MSGID_MULTIPLE_AT	-1.695981712952027	4.190586844087935	4.107637803706361	4.107637803706361	4.104916869806049
BILLION_DOLLARS	-4.197158376965507	3.1305531648761113	2.9137393127100686	2.915825011679504	2.9364951509963557
TVD_PH_BODY_ACCOUNTS_PRE	-3.5687681153553292	4.921268190987511	2.441463523658259	2.441463523658259	4.78343229973604
FUZZY_PHENT	1.9715973270841962	0.41252334762000475	0.4499852881686144	0.4499852881686144	0.7831292119218399
